Code site;Adresse;Arrondissement;Opérateur;Type;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;se_anno_cad_data;geo_shape;geo_point_2d
7510059551;15 Rue de la porte d’issy;75015;SFR;3G/4G/5G;31/10/2024;;;;;"{""coordinates"": [2.2819050002926367, 48.83255100012644], ""type"": ""Point""}";48.83255100012644, 2.2819050002926367
75113_008_02;16 Rue franc nohain;75013;FREE MOBILE;3G/4G/5G;04/09/2013;04/09/2013;05/04/2024;;;"{""coordinates"": [2.3753565001029338, 48.82167900027314], ""type"": ""Point""}";48.82167900027314, 2.3753565001029338
00011655U5;164 Rue du temple;75003;ORANGE;3G/4G;22/09/2020;22/09/2020;;;;"{""coordinates"": [2.3613614999631474, 48.86615700021832], ""type"": ""Point""}";48.86615700021832, 2.3613614999631474
753616;17 Avenue de l'opera;75001;SFR;3G/4G;27/05/2024;;;;;"{""coordinates"": [2.334172500479516, 48.86577899977982], ""type"": ""Point""}";48.86577899977982, 2.334172500479516
75107_009_14;17 Boulevard raspail;75007;FREE MOBILE;3G/4G/5G;07/09/2017;07/09/2017;;;;"{""coordinates"": [2.3263290003038417, 48.85404300001972], ""type"": ""Point""}";48.85404300001972, 2.3263290003038417
00000049U7;170 Rue st charles;75015;ORANGE;3G/4G/5G;07/04/2011;19/04/2013;15/12/2020;;;"{""coordinates"": [2.280852000401557, 48.84145199988008], ""type"": ""Point""}";48.84145199988008, 2.280852000401557
00080166U8;175 Rue lafayette;75010;ORANGE;3G/4G/5G;;21/05/2013;30/06/2022;;;"{""coordinates"": [2.35951650006236, 48.8800620000297], ""type"": ""Point""}";48.8800620000297, 2.35951650006236
75102_008_01;18 Rue des jeuneurs;75002;FREE MOBILE;3G/4G/5G;07/07/2016;07/07/2016;;;;"{""coordinates"": [2.346277499478387, 48.86911800027808], ""type"": ""Point""}";48.86911800027808, 2.346277499478387
00015045U5;187 Avenue daumesnil;75012;ORANGE;3G/4G/5G;17/11/2015;17/11/2015;30/03/2023;;;"{""coordinates"": [2.393262000229875, 48.84031799967129], ""type"": ""Point""}";48.84031799967129, 2.393262000229875
75111_001_21;191 Rue du faubourg saint-antoine;75010;FREE MOBILE;3G/4G/5G;06/12/2018;02/05/2019;;;;"{""coordinates"": [2.3818725001509726, 48.85053300032051], ""type"": ""Point""}";48.85053300032051, 2.3818725001509726
7510061396;1b Voie mazas;75012;SFR;3G/4G/5G;05/07/2024;;;;;"{""coordinates"": [2.36532600019913, 48.84669000021941], ""type"": ""Point""}";48.84669000021941, 2.36532600019913
75115_033_06;2 Rue meilhac;75015;FREE MOBILE;3G/4G/5G;07/05/2018;07/05/2018;01/02/2022;;;"{""coordinates"": [2.2979519996388555, 48.845204999988525], ""type"": ""Point""}";48.845204999988525, 2.2979519996388555
75116_043_05;2 Rue van loo;75016;FREE MOBILE;3G/4G/5G;01/12/2017;01/12/2017;07/09/2021;;;"{""coordinates"": [2.268146715096505, 48.84088715863612], ""type"": ""Point""}";48.84088715863612, 2.268146715096505
T58798;2 Ter rue au maire;75003;BOUYGUES;;05/05/2023;;;;;"{""coordinates"": [2.3577210006315696, 48.864446999587926], ""type"": ""Point""}";48.864446999587926, 2.3577210006315696
T10689;204-210 Rue du château des rentiers;75013;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3606369996757017, 48.83159699985878], ""type"": ""Point""}";48.83159699985878, 2.3606369996757017
00018367U8;21 Rue de la banque;75002;ORANGE;3G/4G/5G;03/12/2012;17/09/2012;14/01/2020;;;"{""coordinates"": [2.3410799997781484, 48.86836199964389], ""type"": ""Point""}";48.86836199964389, 2.3410799997781484
T15828;21 All du pere julien dhuit;75020;BOUYGUES;;04/10/2013;;;;;"{""coordinates"": [2.3863725002168943, 48.87265499999782], ""type"": ""Point""}";48.87265499999782, 2.3863725002168943
757508;21 Rue bréa;75006;SFR;3G/4G/5G;30/06/2024;;;;;"{""coordinates"": [2.329969499517229, 48.84279300011428], ""type"": ""Point""}";48.84279300011428, 2.329969499517229
751312;212 Rue de tolbiac;75013;SFR;2G/3G/4G/5G;10/06/2022;;;;;"{""coordinates"": [2.3462144998072354, 48.82595400023053], ""type"": ""Point""}";48.82595400023053, 2.3462144998072354
00006604U3;22 Avenue du président kennedy;75016;ORANGE;3G/4G/5G;13/08/2012;20/11/2015;07/03/2024;;;"{""coordinates"": [2.2858560003239248, 48.8564729997384], ""type"": ""Point""}";48.8564729997384, 2.2858560003239248
7510051976;22 Rue béranger;75003;SFR;3G/4G/5G;01/12/2023;;;;;"{""coordinates"": [2.3635349999089295, 48.86652600025272], ""type"": ""Point""}";48.86652600025272, 2.3635349999089295
75114_011_01;226 Avenue du maine;75014;FREE MOBILE;3G/4G/5G;14/02/2014;14/02/2014;16/11/2023;;;"{""coordinates"": [2.326328999963336, 48.828519000148], ""type"": ""Point""}";48.828519000148, 2.326328999963336
T15775;23 Boulevard murat;75116;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.2580352157067125, 48.845747162902136], ""type"": ""Point""}";48.845747162902136, 2.2580352157067125
750294;24 Rue balard;75015;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.277252000604917, 48.84347699991563], ""type"": ""Point""}";48.84347699991563, 2.277252000604917
T15875;2-4 Square auguste renoir;75014;BOUYGUES;;22/03/2000;;;;;"{""coordinates"": [2.3087997184922724, 48.82751314271382], ""type"": ""Point""}";48.82751314271382, 2.3087997184922724
00000109U8;24-26 Rue raymond quéneau;75018;ORANGE;3G/4G/5G;21/04/2011;05/08/2013;02/06/2023;;;"{""coordinates"": [2.3606758000151236, 48.895454121191186], ""type"": ""Point""}";48.895454121191186, 2.3606758000151236
00025138U3;247 Rue saint jacques;75005;ORANGE;3G/4G/5G;24/06/2014;16/04/2014;31/07/2023;;;"{""coordinates"": [2.3414445001630737, 48.84254999966783], ""type"": ""Point""}";48.84254999966783, 2.3414445001630737
756175;25 Rue claude terrasse;75016;SFR;2G/3G/4G/5G;23/06/2021;;;;;"{""coordinates"": [2.2625280004872366, 48.83885100007125], ""type"": ""Point""}";48.83885100007125, 2.2625280004872366
T15732;26-28 rue boursault;75017;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3200740001876965, 48.8840220002952], ""type"": ""Point""}";48.8840220002952, 2.3200740001876965
T15231;26 Rue de ranelagh;75116;BOUYGUES;;14/03/2016;;;;;"{""coordinates"": [2.277844230898068, 48.85371215453714], ""type"": ""Point""}";48.85371215453714, 2.277844230898068
7510057789;5 Rue de chazelles;75017;SFR;3G/4G/5G;21/10/2024;;;;;"{""coordinates"": [2.3038650006096866, 48.879756000020286], ""type"": ""Point""}";48.879756000020286, 2.3038650006096866
T16715;5 Rue de l'abbe groult;75015;BOUYGUES;;21/10/2020;;;;;"{""coordinates"": [2.2936454993265065, 48.843072000331226], ""type"": ""Point""}";48.843072000331226, 2.2936454993265065
75120_065_01;50 Rue de bagnolet;75020;FREE MOBILE;3G/4G/5G;16/06/2021;16/06/2021;06/07/2021;;;"{""coordinates"": [2.398675499721883, 48.857156999664305], ""type"": ""Point""}";48.857156999664305, 2.398675499721883
T10907;51 Boulevard de rochechouart;75009;BOUYGUES;;18/08/1997;;;;;"{""coordinates"": [2.34154799953899, 48.882150000442984], ""type"": ""Point""}";48.882150000442984, 2.34154799953899
00017394U5;52 Rue de la victoire;75009;ORANGE;3G/4G/5G;03/12/2012;27/11/2012;26/04/2023;;;"{""coordinates"": [2.335059000484962, 48.8752739999309], ""type"": ""Point""}";48.8752739999309, 2.335059000484962
T15796;53-55 Rue leon frot;75011;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.385783000315169, 48.85629300009418], ""type"": ""Point""}";48.85629300009418, 2.385783000315169
75115_089_01;57 Rue des morillons;75015;FREE MOBILE;3G/4G/5G;11/03/2020;11/03/2020;29/04/2022;;;"{""coordinates"": [2.301707720297442, 48.83256214619924], ""type"": ""Point""}";48.83256214619924, 2.301707720297442
T16198;5-7 Rue de montalembert;75007;BOUYGUES;;13/04/2016;;;;;"{""coordinates"": [2.327454000161827, 48.85663499987121], ""type"": ""Point""}";48.85663499987121, 2.327454000161827
T15717;6-8 rue des épinettes;75017;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3219217844364244, 48.89437413694432], ""type"": ""Point""}";48.89437413694432, 2.3219217844364244
7510041075;6 Place de la concorde;75008;SFR;2G/3G/4G/5G;30/03/2022;;;;;"{""coordinates"": [2.3216084997872715, 48.86714700016302], ""type"": ""Point""}";48.86714700016302, 2.3216084997872715
T96662;6 Rue leon frot;75011;BOUYGUES;;07/10/2024;;;;;"{""coordinates"": [2.3884109993974967, 48.853305000070634], ""type"": ""Point""}";48.853305000070634, 2.3884109993974967
T15872;63 Rue des plantes;75014;BOUYGUES;;04/10/2013;;;;;"{""coordinates"": [2.3200289997039567, 48.82647600013541], ""type"": ""Point""}";48.82647600013541, 2.3200289997039567
T10684;64  rue du moulin des prés;75013;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3535252342191715, 48.82619012481479], ""type"": ""Point""}";48.82619012481479, 2.3535252342191715
75119_063_01;69-71 Rue de meaux;75019;FREE MOBILE;3G/4G/5G;22/07/2019;05/08/2019;28/03/2022;;;"{""coordinates"": [2.3749020001283903, 48.88248299967864], ""type"": ""Point""}";48.88248299967864, 2.3749020001283903
75112_031_03;7 Rue biscornet;75012;FREE MOBILE;3G/4G/5G;31/10/2014;31/10/2014;;;;"{""coordinates"": [2.3697494994638344, 48.85002000017489], ""type"": ""Point""}";48.85002000017489, 2.3697494994638344
75117_094_01;7 Rue emile borel;75117;FREE MOBILE;3G/4G/5G;09/11/2022;09/11/2022;16/02/2023;;;"{""coordinates"": [2.322229499537944, 48.89954699959853], ""type"": ""Point""}";48.89954699959853, 2.322229499537944
7510051997;8 Avenue de lamballe;75016;SFR;3G/4G/5G;31/03/2023;;;;;"{""coordinates"": [2.2824657334199108, 48.85463015319523], ""type"": ""Point""}";48.85463015319523, 2.2824657334199108
T41605;8 Boulevard de denain;75010;BOUYGUES;;30/09/2022;;;;;"{""coordinates"": [2.3546430000898395, 48.87929699962017], ""type"": ""Point""}";48.87929699962017, 2.3546430000898395
7510057740;8 Boulevard d auteuil;75016;SFR;2G/3G/4G/5G;26/05/2023;;;;;"{""coordinates"": [2.248654499356432, 48.84616799994395], ""type"": ""Point""}";48.84616799994395, 2.248654499356432
75119_023_02;8 Rue preault;75019;FREE MOBILE;3G/4G/5G;17/09/2014;17/09/2014;05/08/2022;;;"{""coordinates"": [2.38270500029244, 48.87751500038637], ""type"": ""Point""}";48.87751500038637, 2.38270500029244
00031606U5;9 Place de l'hotel de ville;75004;ORANGE;3G/4G/5G;26/05/2016;26/05/2016;18/12/2023;;;"{""coordinates"": [2.351114999822112, 48.85718400006664], ""type"": ""Point""}";48.85718400006664, 2.351114999822112
00013726U5;9 Rue de reuilly;75012;ORANGE;3G/4G/5G;24/04/2012;09/08/2013;15/02/2023;;;"{""coordinates"": [2.3853465004140357, 48.8493900001919], ""type"": ""Point""}";48.8493900001919, 2.3853465004140357
751192;91 Boulevard murat;75016;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.256448500134418, 48.84063300005923], ""type"": ""Point""}";48.84063300005923, 2.256448500134418
75114_020_04;95 Avenue du maine;75014;FREE MOBILE;3G/4G/5G;23/04/2019;03/05/2019;15/07/2021;;;"{""coordinates"": [2.3233752330868414, 48.83717913670991], ""type"": ""Point""}";48.83717913670991, 2.3233752330868414
750295;97-99 rue de la saussure;75017;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.3118120006156424, 48.887342999603206], ""type"": ""Point""}";48.887342999603206, 2.3118120006156424
750094;Place du maréchal de lattre de tassigny;75016;SFR;2G/3G/4G;10/05/2023;;;;;"{""coordinates"": [2.2749831712989197, 48.871753174697986], ""type"": ""Point""}";48.871753174697986, 2.2749831712989197
T15799;27 Rue de chaligny;75012;BOUYGUES;;07/09/2023;;;;;"{""coordinates"": [2.384104499532663, 48.84970500002607], ""type"": ""Point""}";48.84970500002607, 2.384104499532663
00000089U7;28 Avenue raphaël;75016;ORANGE;3G/4G/5G;26/05/2011;06/08/2015;29/03/2022;;;"{""coordinates"": [2.267071229757299, 48.85810415961419], ""type"": ""Point""}";48.85810415961419, 2.267071229757299
750137;28 Rue joseph python;75020;SFR;2G/3G/4G/5G;31/01/2022;;;;;"{""coordinates"": [2.411891999802328, 48.86442000034172], ""type"": ""Point""}";48.86442000034172, 2.411891999802328
75115_002_03;29 Rue du cotentin;75015;FREE MOBILE;3G/4G/5G;17/06/2015;17/06/2015;03/02/2022;;;"{""coordinates"": [2.3127480005679617, 48.83849100009511], ""type"": ""Point""}";48.83849100009511, 2.3127480005679617
753575;3 Boulevard flandrin;75116;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.271845737346492, 48.86451215684775], ""type"": ""Point""}";48.86451215684775, 2.271845737346492
7510000027;3 Rue charles baudelaire;75012;SFR;3G/4G/5G;27/08/2024;;;;;"{""coordinates"": [2.3766210005230293, 48.84936299988138], ""type"": ""Point""}";48.84936299988138, 2.3766210005230293
T15465;30 Rue felicien david;75116;BOUYGUES;;08/06/2015;;;;;"{""coordinates"": [2.2734857993064663, 48.84886854782031], ""type"": ""Point""}";48.84886854782031, 2.2734857993064663
T36165;30 Rue nationale;75013;BOUYGUES;;19/08/2020;;;;;"{""coordinates"": [2.368233357570043, 48.82392058725306], ""type"": ""Point""}";48.82392058725306, 2.368233357570043
